Sat Mar 14 05:05:25 +0000 2020	1238692689325035520	1238692689325035520	For the #firsttime here, #football related topic isn’t trending in the #1st 20, all thanks to #CoronaOutbreak… https://t.co/v7S8JFeHSW	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '01cba65c41c20b24', 'url': 'https://api.twitter.com/1.1/geo/id/01cba65c41c20b24.json', 'place_type': 'city', 'name': 'Ilorin', 'full_name': 'Ilorin, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.475251, 8.414557], [4.475251, 8.545302], [4.625297, 8.545302], [4.625297, 8.414557]]]}, 'attributes': {}}	None	796665627293454336	796665627293454336	عبد اللطيف ابن سلمان	ooabdullateef	Nigeria	Honesty|Simplicity|MCB'ist|Education Administrator|GMC	01cba65c41c20b24	https://api.twitter.com/1.1/geo/id/01cba65c41c20b24.json	city	Ilorin	Ilorin, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.475251, 8.414557], [4.475251, 8.545302], [4.625297, 8.545302], [4.625297, 8.414557]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 04:56:33 +0000 2020	1238690455673602054	1238690455673602054	Matter don serious o#PrayForTheWorld #CoronaOutbreak #CoronaVirusUpdates https://t.co/zGXl3HT9Cv	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	611602608	611602608	KAYSAX | #EndSars | #EndBadGovt	olukay99	Abuja, Nigeria 	Estate Surveyor | @revolutionpod1 | Excellent Event Saxophonist | iHUSTLE#AbujaTwitterComminuty💛💛💛💛💛💛💛💛💛💛💛💛	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 01:19:35 +0000 2020	1238635855100760064	1238635855100760064	Is this actually true?Did this Sylvia Brownie actually predicted this (Covid-19, Corona virus) 8 years ago?Book-… https://t.co/QuteVq0B7M	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	945365246	945365246	sadeeq	AbbakarAbbakar	Federal Capital Territory	RIFJ MY DAD May Allah Grant Us Jannah	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 00:27:32 +0000 2020	1238622756641607681	1238622756641607681	This coronavirus is almost like the pre-end of the world.  Maybe,  I'm too young but I've never heard of a more. ho… https://t.co/i0siY7oQqW	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e272024ddb6128', 'url': 'https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json', 'place_type': 'city', 'name': 'Oshogbo', 'full_name': 'Oshogbo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]}, 'attributes': {}}	None	1222627862236319750	1222627862236319750	iamBECOOL	iSPEAKintegrity	Osun, Nigeria	Content Writer |Graphics Designer |MLS Student |Orator |Humanitarian |Activist	01e272024ddb6128	https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json	city	Oshogbo	Oshogbo, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 00:20:02 +0000 2020	1238620869045485568	1238620869045485568	Studio Session For Rent#CoronaOutbreak #UltmateLoveNg #StateOfEmergency #10over10 #GbeduStreetTv https://t.co/QzIIJSO12x	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	924261217358753792	924261217358753792	Gbedustreettv	gbedustreet	Ikeja, Nigeria	http://gbedustreet.com Promote and download latest Nigerian, African and Global songs. Get latest industry gist, rumors and News as it happens!	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 00:16:18 +0000 2020	1238619931182272513	1238619931182272513	Help a brother pls #CoronaOutbreak #CoronaVirusUpdates https://t.co/XNebGzlGnc	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01c46739344ba9f6', 'url': 'https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json', 'place_type': 'admin', 'name': 'Federal Capital Territory', 'full_name': 'Federal Capital Territory, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]}, 'attributes': {}}	None	3154154573	3154154573	Abrahamabba20-10-20EndSARS	AbbaAkogwu	Space 	A Scorpio who hates injustice.i'M lesS cRaZythAn yoU-chef-photographer-Adventurer-love cars-Everymountain is2conquer. #EndSarsNow #buhariResign	01c46739344ba9f6	https://api.twitter.com/1.1/geo/id/01c46739344ba9f6.json	admin	Federal Capital Territory	Federal Capital Territory, Nigeria	NG	Nigeria	NULL	Polygon	[[[6.778614, 8.45044], [6.778614, 9.434527], [7.727478, 9.434527], [7.727478, 8.45044]]]	NULL	NULL	NULL	NULL	en
Sat Mar 14 00:07:16 +0000 2020	1238617658607763459	1238617658607763459	Lets be more appreciative because God gave us heat in Africa for corona virus not to survive #CoronaOutbreak #COVID2019	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01e272024ddb6128', 'url': 'https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json', 'place_type': 'city', 'name': 'Oshogbo', 'full_name': 'Oshogbo, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]}, 'attributes': {}}	None	742321476523692032	742321476523692032	Mayowa Olagunju ❁	iam_doctormayor	osogbo/ibadan Nigeria	let's promote your brand/#toyintitans/ PR 4 @ridesoole #soolehop / DM for advert / fitness consultant /#BBnaija/don jazzy/toyin Abraham Smolagunju@gmail.com	01e272024ddb6128	https://api.twitter.com/1.1/geo/id/01e272024ddb6128.json	city	Oshogbo	Oshogbo, Nigeria	NG	Nigeria	NULL	Polygon	[[[4.473474, 7.724098], [4.473474, 7.849973], [4.614324, 7.849973], [4.614324, 7.724098]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 23:00:53 +0000 2020	1238600950400585728	1238600950400585728	Ladies dont be surprised if we start giving you attention this weekend,football suspended,pls don't fuvk up o.… https://t.co/hkTv3hkvsb	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '00b1231d2214913c', 'url': 'https://api.twitter.com/1.1/geo/id/00b1231d2214913c.json', 'place_type': 'city', 'name': 'Abeokuta', 'full_name': 'Abeokuta, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.271321, 7.099668], [3.271321, 7.209188], [3.433562, 7.209188], [3.433562, 7.099668]]]}, 'attributes': {}}	None	1215249212637663232	1215249212637663232	Anthony marcus	Anthonymarcus1u	United States	Don't give up	00b1231d2214913c	https://api.twitter.com/1.1/geo/id/00b1231d2214913c.json	city	Abeokuta	Abeokuta, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.271321, 7.099668], [3.271321, 7.209188], [3.433562, 7.209188], [3.433562, 7.099668]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 22:40:45 +0000 2020	1238595885036118016	1238595885036118016	Nigeria’s second case of Coronavirus has begun to test negative for the virus and will soon be released to go home.… https://t.co/ZRkvLVS5AQ	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '01ed1f9a43bfb9bd', 'url': 'https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json', 'place_type': 'city', 'name': 'Victoria Island', 'full_name': 'Victoria Island, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]}, 'attributes': {}}	None	477245447	477245447	ND™ ➐	N_4_Nnamdi	None	News & matters relating to #MUFC  #PES #FIFA #PS4	01ed1f9a43bfb9bd	https://api.twitter.com/1.1/geo/id/01ed1f9a43bfb9bd.json	city	Victoria Island	Victoria Island, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.402322, 6.396264], [3.402322, 6.486797], [3.601369, 6.486797], [3.601369, 6.396264]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 22:36:06 +0000 2020	1238594712908582913	1238594712908582913	Emm. Guys, I can explain 😏. I was hypnotized. 🎶🎵Nonstop - @Drake#R2Nation @r2929fm#Fliptheswitch… https://t.co/G91WBbiBc9	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0065f09a6666479e', 'url': 'https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json', 'place_type': 'city', 'name': 'Ibadan', 'full_name': 'Ibadan, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]}, 'attributes': {}}	None	186499834	186499834	Kolawole On The Radio	KolawoleFalodun	Jericho GRA, Ibadan || Lagos	Broadcaster/Head of Programmes @R2929FM||Voiceover artiste|| #R2BreakFastShow Host 6AM - 11AM || Smooth operator || A little rough around the edge||@ChelseaFC	0065f09a6666479e	https://api.twitter.com/1.1/geo/id/0065f09a6666479e.json	city	Ibadan	Ibadan, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.777011, 7.299143], [3.777011, 7.559006], [4.033582, 7.559006], [4.033582, 7.299143]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 22:17:11 +0000 2020	1238589953220710400	1238589953220710400	If corona were to be on the stock market. I'd have made so much points by now....#CoronaOutbreak	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '0007713c4d2cae43', 'url': 'https://api.twitter.com/1.1/geo/id/0007713c4d2cae43.json', 'place_type': 'city', 'name': 'Makurdi North', 'full_name': 'Makurdi North, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[8.52225, 7.741839], [8.52225, 7.795832], [8.574597, 7.795832], [8.574597, 7.741839]]]}, 'attributes': {}}	None	1237423843632914433	1237423843632914433	jephthah oklo	i_am_oklo	Benue, Nigeria	CEO: bleach black minds, critical thinker, idealist, YouTube video creator,youtuber: https://youtu.be/chrwZjnliWwIG: jephthah_oklo📧oklojephthah1@gmail.com	0007713c4d2cae43	https://api.twitter.com/1.1/geo/id/0007713c4d2cae43.json	city	Makurdi North	Makurdi North, Nigeria	NG	Nigeria	NULL	Polygon	[[[8.52225, 7.741839], [8.52225, 7.795832], [8.574597, 7.795832], [8.574597, 7.741839]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 21:44:29 +0000 2020	1238581722893242368	1238581722893242368	Watch this video to make your evening 😂Take some break from #UltimaLoveNG and #GGTBusinessSummitAlso check my t… https://t.co/oBuNoujxes	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '011a942e0a0e8fb2', 'url': 'https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json', 'place_type': 'admin', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]}, 'attributes': {}}	None	232511856	232511856	Mbuotidem - Digital Marketing	MB_ofLife	Lagos 	I run profitable FACEBOOK ADS & GOOGLE ADS for brands and businesses. #Google & #Hubspot CERTIFIED.Leading the team @YouGrowNG#YNWA #Facebookads #Googleads	011a942e0a0e8fb2	https://api.twitter.com/1.1/geo/id/011a942e0a0e8fb2.json	admin	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[2.706304, 6.370388], [2.706304, 6.698546], [4.350022, 6.698546], [4.350022, 6.370388]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 21:25:23 +0000 2020	1238576919190351880	1238576919190351880	1$ is expected to be #500 by Monday 15 March 2020 This is #InjuryTime amidst #CoronaOutbreak	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00e55e2b4c491c5f', 'url': 'https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json', 'place_type': 'city', 'name': 'Abuja', 'full_name': 'Abuja, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]}, 'attributes': {}}	None	393845449	393845449	Mr Fredrick.py	fredwave	Localhost:8080	OSINT Analysts @janesINTEL | Cyber Security Enthusiast #CodePython #CNSS 🐍 New Media expert |Web/Mobile App Dev | Convener, Soldiers Lives Matter #Ugochinyere1	00e55e2b4c491c5f	https://api.twitter.com/1.1/geo/id/00e55e2b4c491c5f.json	city	Abuja	Abuja, Nigeria	NG	Nigeria	NULL	Polygon	[[[7.304554, 8.961887], [7.304554, 9.185441], [7.543634, 9.185441], [7.543634, 8.961887]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 21:21:18 +0000 2020	1238575891913093123	1238575891913093123	When will Buhari even travel abroad for his usual tour again???Suddenly, he likes it here in Nigeria? #COVID19 #CoronaOutbreak	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '013d3c9051339def', 'url': 'https://api.twitter.com/1.1/geo/id/013d3c9051339def.json', 'place_type': 'city', 'name': 'Ijebu-Ode', 'full_name': 'Ijebu-Ode, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.882026, 6.791322], [3.882026, 6.846397], [3.956544, 6.846397], [3.956544, 6.791322]]]}, 'attributes': {}}	None	360095986	360095986	VIKTOH 🇳🇬🦅	Viktoh_TM	Germany, 2021	a son|a brother|God fearing|Electrical/electronics Engineer| self-taught neurosurgeon| #proudly_yoruba follow me, I follow back. | MUFC|| Wizkid🔥	013d3c9051339def	https://api.twitter.com/1.1/geo/id/013d3c9051339def.json	city	Ijebu-Ode	Ijebu-Ode, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.882026, 6.791322], [3.882026, 6.846397], [3.956544, 6.846397], [3.956544, 6.791322]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 21:17:06 +0000 2020	1238574833287548929	1238574833287548929	America, Italy, etc. are taking steps to reduce the spread of the COVID-19 pandemic virus externally by declaring N… https://t.co/ARkvOIEh3U	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	191757262	191757262	Altè Plug🔌	francis4oj	None	Ahead of my time // Zodiac Sign 🔮: Libra ♎ Profession: MEP Design Engr. 👷‍♂️👨‍🔧👨‍🏭👨‍🏫👨‍💻 (MASHRAE, MCOREN, MNSE, MNIMechE). 📧 francis4oj@yahoo.com	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 21:06:26 +0000 2020	1238572148135997447	1238572148135997447	The virus 🦠 is spreading so fast, do the needful by calling, check up on your loves to know about there health stat… https://t.co/7jKvJSRsk7	True	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	{'id': '00817d75276a95cf', 'url': 'https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json', 'place_type': 'city', 'name': 'Lagos', 'full_name': 'Lagos, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]}, 'attributes': {}}	None	231913077	231913077	life of “LAYII” 😈	DatYUNGMANE_boy	Lagos, Nigeria	TALENT MANAGEMENT|A&R| PR| MUSIC PROMOTION|MUSIC STREAMING PLATFORMS|FOUNDER http://SURGE.NG.proud 30BG4L |DMW| OBO| MANAGING @shayzaroffical @uchay_of	00817d75276a95cf	https://api.twitter.com/1.1/geo/id/00817d75276a95cf.json	city	Lagos	Lagos, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.213147, 6.427886], [3.213147, 6.558339], [3.464064, 6.558339], [3.464064, 6.427886]]]	NULL	NULL	NULL	NULL	en
Fri Mar 13 21:01:17 +0000 2020	1238570854189015040	1238570854189015040	"#COVID19 is getting serious and i want you to be safe out there. btw, can I isolate myself with you due to this Co… https://t.co/RiHsL669M9	True	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	{'id': '013d3c9051339def', 'url': 'https://api.twitter.com/1.1/geo/id/013d3c9051339def.json', 'place_type': 'city', 'name': 'Ijebu-Ode', 'full_name': 'Ijebu-Ode, Nigeria', 'country_code': 'NG', 'country': 'Nigeria', 'bounding_box': {'type': 'Polygon', 'coordinates': [[[3.882026, 6.791322], [3.882026, 6.846397], [3.956544, 6.846397], [3.956544, 6.791322]]]}, 'attributes': {}}	None	360095986	360095986	VIKTOH 🇳🇬🦅	Viktoh_TM	Germany, 2021	a son|a brother|God fearing|Electrical/electronics Engineer| self-taught neurosurgeon| #proudly_yoruba follow me, I follow back. | MUFC|| Wizkid🔥	013d3c9051339def	https://api.twitter.com/1.1/geo/id/013d3c9051339def.json	city	Ijebu-Ode	Ijebu-Ode, Nigeria	NG	Nigeria	NULL	Polygon	[[[3.882026, 6.791322], [3.882026, 6.846397], [3.956544, 6.846397], [3.956544, 6.791322]]]	NULL	NULL	NULL	NULL	en
